#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APOE	PSEN2	9606.ENSP00000252486	9606.ENSP00000355747	0	0	0	0	0.044	0	0	0.961	0.961
APOE	ABCA1	9606.ENSP00000252486	9606.ENSP00000363868	0	0	0	0	0.084	0	0	0.979	0.980
APOE	MAPT	9606.ENSP00000252486	9606.ENSP00000340820	0	0	0	0	0.044	0.701	0	0.973	0.991
APOE	SNCA	9606.ENSP00000252486	9606.ENSP00000500990	0	0	0	0	0.060	0.785	0.500	0.967	0.996
APOE	TREM2	9606.ENSP00000252486	9606.ENSP00000362205	0	0	0	0	0.181	0.584	0	0.994	0.997
APOE	SORL1	9606.ENSP00000252486	9606.ENSP00000260197	0	0	0	0	0.042	0.600	0	0.995	0.997
APOE	APP	9606.ENSP00000252486	9606.ENSP00000284981	0	0	0	0	0.068	0.837	0.720	0.999	0.999
APP	TGFB1	9606.ENSP00000284981	9606.ENSP00000221930	0	0	0	0	0.044	0.627	0	0.730	0.895
APP	CTSD	9606.ENSP00000284981	9606.ENSP00000236671	0	0	0	0	0.063	0.338	0	0.607	0.735
APP	TTR	9606.ENSP00000284981	9606.ENSP00000237014	0	0	0	0	0	0.712	0.400	0.907	0.982
APP	TARDBP	9606.ENSP00000284981	9606.ENSP00000240185	0	0	0	0	0.042	0.047	0	0.880	0.881
APP	APOE	9606.ENSP00000284981	9606.ENSP00000252486	0	0	0	0	0.068	0.837	0.720	0.999	0.999
APP	GFAP	9606.ENSP00000284981	9606.ENSP00000253408	0	0	0	0	0.067	0.087	0	0.753	0.772
APP	SORL1	9606.ENSP00000284981	9606.ENSP00000260197	0	0	0	0	0.060	0.835	0.900	0.994	0.999
APP	IL1B	9606.ENSP00000284981	9606.ENSP00000263341	0	0	0	0	0.042	0	0	0.828	0.828
APP	STAT3	9606.ENSP00000284981	9606.ENSP00000264657	0	0	0	0	0.129	0.073	0	0.719	0.753
APP	TP53	9606.ENSP00000284981	9606.ENSP00000269305	0	0	0	0	0.043	0	0	0.714	0.714
APP	SOD1	9606.ENSP00000284981	9606.ENSP00000270142	0	0	0	0	0.042	0	0	0.802	0.802
APP	UCHL1	9606.ENSP00000284981	9606.ENSP00000284440	0	0	0	0	0.090	0.536	0	0.447	0.746
APP	PARK7	9606.ENSP00000284981	9606.ENSP00000340278	0	0	0	0	0.048	0.074	0	0.720	0.731
APP	ADAM17	9606.ENSP00000284981	9606.ENSP00000309968	0	0	0	0	0.042	0.311	0	0.627	0.733
APP	C9orf72	9606.ENSP00000284981	9606.ENSP00000482753	0	0	0	0	0	0	0	0.749	0.749
APP	TNF	9606.ENSP00000284981	9606.ENSP00000398698	0	0	0	0	0	0.126	0	0.780	0.799
APP	PRKN	9606.ENSP00000284981	9606.ENSP00000355865	0	0	0	0	0	0.479	0	0.735	0.856
APP	NEFL	9606.ENSP00000284981	9606.ENSP00000482169	0	0	0	0	0.070	0.415	0	0.765	0.861
APP	NOTCH1	9606.ENSP00000284981	9606.ENSP00000498587	0	0	0	0	0.049	0.538	0	0.761	0.886
APP	TREM2	9606.ENSP00000284981	9606.ENSP00000362205	0	0	0	0	0	0.359	0	0.853	0.901
APP	PSEN2	9606.ENSP00000284981	9606.ENSP00000355747	0	0	0	0	0.049	0.339	0	0.954	0.969
APP	SNCA	9606.ENSP00000284981	9606.ENSP00000500990	0	0	0	0	0.066	0.780	0.400	0.953	0.993
APP	MAPT	9606.ENSP00000284981	9606.ENSP00000340820	0	0	0	0	0	0.697	0	0.985	0.995
APP	PRNP	9606.ENSP00000284981	9606.ENSP00000399376	0	0	0	0	0.121	0.790	0.500	0.984	0.998
APP	BACE1	9606.ENSP00000284981	9606.ENSP00000318585	0	0	0	0	0.073	0.860	0.750	0.999	0.999
APP	PSEN1	9606.ENSP00000284981	9606.ENSP00000326366	0	0	0	0	0.049	0.981	0	0.991	0.999
ARSA	SMPD1	9606.ENSP00000216124	9606.ENSP00000340409	0	0	0	0	0.196	0	0	0.642	0.700
ARSA	PSAP	9606.ENSP00000216124	9606.ENSP00000378394	0	0	0	0	0.062	0	0	0.911	0.913
ARSA	GLA	9606.ENSP00000216124	9606.ENSP00000218516	0	0	0	0	0.052	0	0.900	0.753	0.974
ARSA	GALC	9606.ENSP00000216124	9606.ENSP00000261304	0	0	0	0	0	0	0.900	0.859	0.985
ATP13A2	FBXO7	9606.ENSP00000327214	9606.ENSP00000266087	0	0	0	0	0.057	0	0	0.883	0.885
ATP13A2	SLC6A3	9606.ENSP00000327214	9606.ENSP00000270349	0	0	0	0	0	0	0	0.816	0.816
ATP13A2	LRRK2	9606.ENSP00000327214	9606.ENSP00000298910	0	0	0	0	0	0.071	0	0.843	0.848
ATP13A2	VPS35	9606.ENSP00000327214	9606.ENSP00000299138	0	0	0	0	0	0.069	0	0.852	0.856
ATP13A2	GBA	9606.ENSP00000327214	9606.ENSP00000314508	0	0	0	0	0.060	0	0	0.869	0.871
ATP13A2	MAPT	9606.ENSP00000327214	9606.ENSP00000340820	0	0	0	0	0	0.053	0	0.721	0.724
ATP13A2	SYNJ1	9606.ENSP00000327214	9606.ENSP00000409667	0	0	0	0	0.046	0.049	0	0.730	0.734
ATP13A2	DNAJC6	9606.ENSP00000327214	9606.ENSP00000360108	0	0	0	0	0.119	0.071	0	0.763	0.789
ATP13A2	PRKN	9606.ENSP00000327214	9606.ENSP00000355865	0	0	0	0	0	0	0	0.836	0.836
ATP13A2	PLA2G6	9606.ENSP00000327214	9606.ENSP00000333142	0	0	0	0	0.067	0	0	0.840	0.844
ATP13A2	PINK1	9606.ENSP00000327214	9606.ENSP00000364204	0	0	0	0	0.062	0	0	0.922	0.924
ATP13A2	SNCA	9606.ENSP00000327214	9606.ENSP00000500990	0	0	0	0	0.063	0	0	0.940	0.941
ATP13A2	PARK7	9606.ENSP00000327214	9606.ENSP00000340278	0.041	0	0	0	0	0	0	0.957	0.957
ATP7A	ATP7B	9606.ENSP00000345728	9606.ENSP00000242839	0	0	0.064	0.953	0.056	0	0.900	0.085	0.908
ATP7A	SOD1	9606.ENSP00000345728	9606.ENSP00000270142	0	0	0	0	0	0.091	0	0.699	0.715
ATP7A	GNE	9606.ENSP00000345728	9606.ENSP00000379839	0.057	0	0	0	0.049	0	0	0.757	0.763
ATP7B	ATP7A	9606.ENSP00000242839	9606.ENSP00000345728	0	0	0.064	0.953	0.056	0	0.900	0.085	0.908
BACE1	APOE	9606.ENSP00000318585	9606.ENSP00000252486	0	0	0	0	0.074	0	0	0.777	0.785
BACE1	SORL1	9606.ENSP00000318585	9606.ENSP00000260197	0	0	0	0	0	0.055	0	0.733	0.737
BACE1	SOD1	9606.ENSP00000318585	9606.ENSP00000270142	0	0	0	0	0.059	0	0	0.700	0.706
BACE1	APP	9606.ENSP00000318585	9606.ENSP00000284981	0	0	0	0	0.073	0.860	0.750	0.999	0.999
BACE1	PRNP	9606.ENSP00000318585	9606.ENSP00000399376	0	0	0	0	0.059	0.071	0	0.731	0.744
BACE1	MAPT	9606.ENSP00000318585	9606.ENSP00000340820	0	0	0	0	0.067	0	0	0.764	0.770
BACE1	PSEN2	9606.ENSP00000318585	9606.ENSP00000355747	0	0	0	0	0.057	0	0	0.850	0.853
BACE1	PSEN1	9606.ENSP00000318585	9606.ENSP00000326366	0	0	0	0	0.050	0.292	0	0.962	0.972
BCKDHA	BCKDHB	9606.ENSP00000269980	9606.ENSP00000318351	0.111	0.900	0.531	0	0.730	0.996	0.978	0.998	0.999
BCKDHA	DBT	9606.ENSP00000269980	9606.ENSP00000359151	0.095	0	0.446	0	0.624	0.312	0.950	0.890	0.999
BCKDHB	BCKDHA	9606.ENSP00000318351	9606.ENSP00000269980	0.111	0.900	0.531	0	0.730	0.996	0.978	0.998	0.999
BCKDHB	DBT	9606.ENSP00000318351	9606.ENSP00000359151	0.095	0	0.470	0	0.734	0.690	0.954	0.821	0.999
BSCL2	GARS1	9606.ENSP00000354032	9606.ENSP00000373918	0	0	0	0	0	0	0	0.768	0.768
BSCL2	LMNA	9606.ENSP00000354032	9606.ENSP00000357283	0	0	0	0	0.056	0	0	0.803	0.806
C9orf72	GRN	9606.ENSP00000482753	9606.ENSP00000053867	0	0	0	0	0	0	0	0.887	0.887
C9orf72	TARDBP	9606.ENSP00000482753	9606.ENSP00000240185	0	0	0	0	0	0	0	0.943	0.943
C9orf72	FUS	9606.ENSP00000482753	9606.ENSP00000254108	0	0	0	0	0	0.166	0	0.919	0.929
C9orf72	SOD1	9606.ENSP00000482753	9606.ENSP00000270142	0	0	0	0	0	0	0	0.897	0.897
C9orf72	APP	9606.ENSP00000482753	9606.ENSP00000284981	0	0	0	0	0	0	0	0.749	0.749
C9orf72	MAPT	9606.ENSP00000482753	9606.ENSP00000340820	0	0	0	0	0	0	0	0.851	0.851
C9orf72	VCP	9606.ENSP00000482753	9606.ENSP00000351777	0	0	0	0	0.071	0	0	0.852	0.856
C9orf72	SQSTM1	9606.ENSP00000482753	9606.ENSP00000374455	0	0	0	0	0	0	0	0.820	0.820
CEP290	ABCA4	9606.ENSP00000448012	9606.ENSP00000359245	0	0	0	0	0	0	0	0.711	0.711
CLN3	CTSD	9606.ENSP00000454229	9606.ENSP00000236671	0	0	0	0	0.118	0.070	0	0.817	0.837
CLN3	CLN6	9606.ENSP00000454229	9606.ENSP00000249806	0	0	0	0	0.055	0	0	0.978	0.979
CLN3	PPT1	9606.ENSP00000454229	9606.ENSP00000493153	0	0	0	0	0.047	0.088	0	0.984	0.985
CLN6	CTSD	9606.ENSP00000249806	9606.ENSP00000236671	0	0	0	0	0.062	0	0	0.766	0.771
CLN6	PPT1	9606.ENSP00000249806	9606.ENSP00000493153	0	0	0	0	0.050	0	0	0.976	0.976
CLN6	CLN3	9606.ENSP00000249806	9606.ENSP00000454229	0	0	0	0	0.055	0	0	0.978	0.979
COL1A1	TGFB1	9606.ENSP00000225964	9606.ENSP00000221930	0	0	0	0	0.047	0.095	0	0.789	0.802
COL1A1	COL4A1	9606.ENSP00000225964	9606.ENSP00000364979	0	0	0.122	0.700	0.384	0	0.400	0.531	0.827
COL1A1	VWF	9606.ENSP00000225964	9606.ENSP00000261405	0	0	0	0	0.103	0.294	0	0.821	0.877
COL1A1	COL1A2	9606.ENSP00000225964	9606.ENSP00000297268	0	0	0.061	0.957	0.964	0.649	0.900	0.981	0.999
COL1A2	TGFB1	9606.ENSP00000297268	9606.ENSP00000221930	0	0	0	0	0.042	0.067	0	0.798	0.804
COL1A2	COL1A1	9606.ENSP00000297268	9606.ENSP00000225964	0	0	0.061	0.957	0.964	0.649	0.900	0.981	0.999
COL1A2	COL4A1	9606.ENSP00000297268	9606.ENSP00000364979	0	0	0.125	0.701	0.308	0	0.400	0.410	0.757
COL4A1	COL1A1	9606.ENSP00000364979	9606.ENSP00000225964	0	0	0.122	0.700	0.384	0	0.400	0.531	0.827
COL4A1	COL1A2	9606.ENSP00000364979	9606.ENSP00000297268	0	0	0.125	0.701	0.308	0	0.400	0.410	0.757
CSF1R	TYROBP	9606.ENSP00000286301	9606.ENSP00000262629	0	0	0	0	0.806	0	0	0.816	0.962
CSF1R	PIK3CA	9606.ENSP00000286301	9606.ENSP00000263967	0	0	0	0	0.106	0.325	0.500	0.478	0.821
CSF1R	STAT3	9606.ENSP00000286301	9606.ENSP00000264657	0	0	0	0	0.071	0.095	0.500	0.570	0.795
CSF1R	IL6	9606.ENSP00000286301	9606.ENSP00000385675	0	0	0	0	0.100	0	0	0.764	0.779
CSF1R	CYBB	9606.ENSP00000286301	9606.ENSP00000367851	0	0	0	0	0.502	0	0	0.580	0.782
CSF1R	TREM2	9606.ENSP00000286301	9606.ENSP00000362205	0	0	0	0	0.296	0	0	0.805	0.857
CTLA4	IL6	9606.ENSP00000497102	9606.ENSP00000385675	0	0	0	0	0.084	0	0	0.806	0.815
CTLA4	TNF	9606.ENSP00000497102	9606.ENSP00000398698	0	0	0	0	0.094	0	0	0.865	0.873
CTLA4	IL10	9606.ENSP00000497102	9606.ENSP00000412237	0	0	0	0	0.119	0	0	0.915	0.922
CTSD	GRN	9606.ENSP00000236671	9606.ENSP00000053867	0	0	0	0	0.640	0.292	0	0.517	0.866
CTSD	PLAU	9606.ENSP00000236671	9606.ENSP00000361850	0	0	0	0	0.063	0.046	0	0.700	0.709
CTSD	SNCA	9606.ENSP00000236671	9606.ENSP00000500990	0	0	0	0	0.065	0.292	0	0.599	0.711
CTSD	APP	9606.ENSP00000236671	9606.ENSP00000284981	0	0	0	0	0.063	0.338	0	0.607	0.735
CTSD	GBA	9606.ENSP00000236671	9606.ENSP00000314508	0	0	0	0	0.260	0	0	0.671	0.746
CTSD	APOE	9606.ENSP00000236671	9606.ENSP00000252486	0	0	0	0	0.182	0	0	0.722	0.763
CTSD	CLN6	9606.ENSP00000236671	9606.ENSP00000249806	0	0	0	0	0.062	0	0	0.766	0.771
CTSD	PSAP	9606.ENSP00000236671	9606.ENSP00000378394	0	0	0	0	0.253	0.314	0	0.640	0.799
CTSD	CLN3	9606.ENSP00000236671	9606.ENSP00000454229	0	0	0	0	0.118	0.070	0	0.817	0.837
CTSD	PPT1	9606.ENSP00000236671	9606.ENSP00000493153	0	0	0	0	0.111	0	0	0.829	0.842
CTSD	LAMP2	9606.ENSP00000236671	9606.ENSP00000408411	0	0	0	0	0.110	0.107	0	0.839	0.861
CYBA	CYBB	9606.ENSP00000261623	9606.ENSP00000367851	0	0	0	0	0.170	0.918	0.900	0.999	0.999
CYBA	NCF2	9606.ENSP00000261623	9606.ENSP00000356505	0	0	0	0	0.145	0.292	0.900	0.999	0.999
CYBB	MPO	9606.ENSP00000367851	9606.ENSP00000225275	0	0.002	0	0	0.122	0.053	0	0.742	0.767
CYBB	CYBA	9606.ENSP00000367851	9606.ENSP00000261623	0	0	0	0	0.170	0.918	0.900	0.999	0.999
CYBB	IL1B	9606.ENSP00000367851	9606.ENSP00000263341	0	0	0	0	0.181	0	0	0.702	0.746
CYBB	SOD1	9606.ENSP00000367851	9606.ENSP00000270142	0	0	0	0	0.042	0.095	0	0.868	0.876
CYBB	CSF1R	9606.ENSP00000367851	9606.ENSP00000286301	0	0	0	0	0.502	0	0	0.580	0.782
CYBB	NOS3	9606.ENSP00000367851	9606.ENSP00000297494	0	0	0	0	0	0	0	0.702	0.702
CYBB	NCF2	9606.ENSP00000367851	9606.ENSP00000356505	0	0	0	0	0.355	0.292	0.900	0.999	0.999
CYBB	IL6	9606.ENSP00000367851	9606.ENSP00000385675	0	0	0	0	0.093	0	0	0.691	0.708
CYBB	TNF	9606.ENSP00000367851	9606.ENSP00000398698	0	0	0	0	0.168	0	0	0.679	0.721
CYP27A1	LIPA	9606.ENSP00000258415	9606.ENSP00000337354	0	0	0	0	0.085	0.068	0.800	0.309	0.866
DBT	BCKDHA	9606.ENSP00000359151	9606.ENSP00000269980	0.095	0	0.446	0	0.624	0.312	0.950	0.890	0.999
DBT	BCKDHB	9606.ENSP00000359151	9606.ENSP00000318351	0.095	0	0.470	0	0.734	0.690	0.954	0.821	0.999
DCTN1	FIG4	9606.ENSP00000354791	9606.ENSP00000230124	0	0	0	0	0.055	0	0	0.771	0.775
DCTN1	TARDBP	9606.ENSP00000354791	9606.ENSP00000240185	0	0	0	0	0.049	0.079	0	0.781	0.791
DCTN1	FUS	9606.ENSP00000354791	9606.ENSP00000254108	0	0	0	0	0.047	0	0	0.744	0.746
DCTN1	SOD1	9606.ENSP00000354791	9606.ENSP00000270142	0	0	0	0	0.044	0	0.650	0.602	0.855
DCTN1	MAPT	9606.ENSP00000354791	9606.ENSP00000340820	0	0	0	0	0.055	0.642	0	0.502	0.817
DCTN1	DYNC1H1	9606.ENSP00000354791	9606.ENSP00000348965	0	0	0	0	0.240	0.998	0.800	0.892	0.999
DCTN1	VCP	9606.ENSP00000354791	9606.ENSP00000351777	0	0	0	0	0.082	0	0	0.894	0.899
DCTN1	SQSTM1	9606.ENSP00000354791	9606.ENSP00000374455	0	0	0	0	0.042	0	0.500	0.571	0.776
DNAJC6	FBXO7	9606.ENSP00000360108	9606.ENSP00000266087	0	0	0	0	0.053	0	0	0.760	0.763
DNAJC6	VPS35	9606.ENSP00000360108	9606.ENSP00000299138	0	0	0	0	0.119	0.067	0	0.796	0.817
DNAJC6	ATP13A2	9606.ENSP00000360108	9606.ENSP00000327214	0	0	0	0	0.119	0.071	0	0.763	0.789
DNAJC6	PLA2G6	9606.ENSP00000360108	9606.ENSP00000333142	0	0	0	0	0.058	0	0	0.738	0.743
DNAJC6	PRKN	9606.ENSP00000360108	9606.ENSP00000355865	0	0	0	0	0.050	0.055	0	0.718	0.725
DNAJC6	PINK1	9606.ENSP00000360108	9606.ENSP00000364204	0	0	0	0	0.063	0	0	0.719	0.725
DNAJC6	DNM2	9606.ENSP00000360108	9606.ENSP00000373905	0	0	0	0	0.056	0.280	0.500	0.339	0.745
DNAJC6	SYNJ1	9606.ENSP00000360108	9606.ENSP00000409667	0	0	0	0	0.086	0.070	0	0.906	0.913
DNM2	NOS3	9606.ENSP00000373905	9606.ENSP00000297494	0	0	0	0	0	0	0.500	0.672	0.828
DNM2	DNAJC6	9606.ENSP00000373905	9606.ENSP00000360108	0	0	0	0	0.056	0.280	0.500	0.339	0.745
DNM2	MFN2	9606.ENSP00000373905	9606.ENSP00000416338	0	0	0	0	0.103	0.307	0	0.756	0.835
DYNC1H1	LRRK2	9606.ENSP00000348965	9606.ENSP00000298910	0	0	0	0	0	0.543	0	0.443	0.735
DYNC1H1	VCP	9606.ENSP00000348965	9606.ENSP00000351777	0	0	0	0	0.165	0.131	0.500	0.428	0.765
DYNC1H1	DCTN1	9606.ENSP00000348965	9606.ENSP00000354791	0	0	0	0	0.240	0.998	0.800	0.892	0.999
EGR2	GJB1	9606.ENSP00000242480	9606.ENSP00000354900	0	0	0	0	0	0	0	0.870	0.870
EGR2	PMP22	9606.ENSP00000242480	9606.ENSP00000308937	0	0	0	0	0.049	0.292	0.500	0.780	0.916
ENG	TGFB1	9606.ENSP00000362299	9606.ENSP00000221930	0	0	0	0	0.172	0.591	0	0.997	0.998
ENG	VWF	9606.ENSP00000362299	9606.ENSP00000261405	0	0	0	0	0.188	0	0	0.667	0.718
EPM2A	AGL	9606.ENSP00000356489	9606.ENSP00000294724	0	0	0	0	0.060	0	0	0.873	0.876
EPM2A	GYS1	9606.ENSP00000356489	9606.ENSP00000317904	0	0	0	0	0	0.324	0.500	0.906	0.965
EPM2A	NHLRC1	9606.ENSP00000356489	9606.ENSP00000345464	0	0	0	0	0	0.879	0.400	0.999	0.999
FBXO7	DNAJC6	9606.ENSP00000266087	9606.ENSP00000360108	0	0	0	0	0.053	0	0	0.760	0.763
FBXO7	UCHL1	9606.ENSP00000266087	9606.ENSP00000284440	0	0	0	0	0.047	0	0	0.776	0.777
FBXO7	GBA	9606.ENSP00000266087	9606.ENSP00000314508	0	0	0	0	0.049	0	0	0.784	0.786
FBXO7	SNCA	9606.ENSP00000266087	9606.ENSP00000500990	0	0	0	0	0.391	0	0	0.669	0.789
FBXO7	LRRK2	9606.ENSP00000266087	9606.ENSP00000298910	0	0	0	0	0.047	0.091	0	0.808	0.819
FBXO7	VPS35	9606.ENSP00000266087	9606.ENSP00000299138	0	0	0	0	0.049	0	0	0.843	0.845
FBXO7	PARK7	9606.ENSP00000266087	9606.ENSP00000340278	0	0	0	0	0.049	0	0	0.863	0.864
FBXO7	ATP13A2	9606.ENSP00000266087	9606.ENSP00000327214	0	0	0	0	0.057	0	0	0.883	0.885
FBXO7	PLA2G6	9606.ENSP00000266087	9606.ENSP00000333142	0	0	0	0	0.045	0	0	0.897	0.897
FBXO7	PRKN	9606.ENSP00000266087	9606.ENSP00000355865	0	0	0	0	0	0.331	0	0.882	0.917
FBXO7	PINK1	9606.ENSP00000266087	9606.ENSP00000364204	0	0	0	0	0.149	0.510	0	0.989	0.995
FIG4	FUS	9606.ENSP00000230124	9606.ENSP00000254108	0	0	0	0	0	0	0	0.737	0.737
FIG4	SOD1	9606.ENSP00000230124	9606.ENSP00000270142	0	0	0	0	0	0	0	0.739	0.739
FIG4	SBF2	9606.ENSP00000230124	9606.ENSP00000256190	0	0	0	0	0.055	0	0	0.737	0.741
FIG4	SQSTM1	9606.ENSP00000230124	9606.ENSP00000374455	0	0	0	0	0	0	0	0.755	0.755
FIG4	DCTN1	9606.ENSP00000230124	9606.ENSP00000354791	0	0	0	0	0.055	0	0	0.771	0.775
FIG4	LAMP2	9606.ENSP00000230124	9606.ENSP00000408411	0	0	0	0	0.063	0	0	0.819	0.823
FIG4	TARDBP	9606.ENSP00000230124	9606.ENSP00000240185	0	0	0	0	0	0	0	0.835	0.835
FIG4	MTMR2	9606.ENSP00000230124	9606.ENSP00000345752	0	0	0	0	0.049	0	0.900	0.770	0.976
FUS	GRN	9606.ENSP00000254108	9606.ENSP00000053867	0	0	0	0	0.054	0	0	0.696	0.700
FUS	FIG4	9606.ENSP00000254108	9606.ENSP00000230124	0	0	0	0	0	0	0	0.737	0.737
FUS	TARDBP	9606.ENSP00000254108	9606.ENSP00000240185	0	0	0	0	0.207	0.730	0	0.999	0.999
FUS	DCTN1	9606.ENSP00000254108	9606.ENSP00000354791	0	0	0	0	0.047	0	0	0.744	0.746
FUS	SQSTM1	9606.ENSP00000254108	9606.ENSP00000374455	0	0	0	0	0.042	0.292	0	0.722	0.795
FUS	VCP	9606.ENSP00000254108	9606.ENSP00000351777	0	0	0	0	0.097	0.156	0	0.797	0.832
FUS	MAPT	9606.ENSP00000254108	9606.ENSP00000340820	0	0	0	0	0	0.295	0	0.888	0.918
FUS	C9orf72	9606.ENSP00000254108	9606.ENSP00000482753	0	0	0	0	0	0.166	0	0.919	0.929
FUS	SOD1	9606.ENSP00000254108	9606.ENSP00000270142	0	0	0	0	0.087	0	0	0.992	0.992
G6PC	PYGM	9606.ENSP00000253801	9606.ENSP00000164139	0	0	0	0	0	0	0	0.788	0.788
G6PC	PFKM	9606.ENSP00000253801	9606.ENSP00000496597	0	0	0	0	0	0	0	0.781	0.781
